YEAR,MO,DY,HR,T2M,PRECTOTCORR,QV2M,PS,WS2M,WD2M,WS10M,WD10M,RH2M,T2MWET,T2MDEW,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,TOA_SW_DWN
2023,8,17,17,23.62,0.22,16.17,100.27,1.22,120.02,2.59,122.68,88.44,22.62,21.62,0.08,0.1,0.57,0.12,0.07,1.14
2023,8,17,18,22.66,0.28,16.3,100.26,1.07,117.5,2.28,119.99,94.5,22.22,21.76,0.02,0.06,0.07,0.18,0.05,0.25
2023,8,17,19,22.04,0.34,16.24,100.25,0.98,118.61,2.22,120.89,97.75,21.86,21.68,0,0,0,0,0,0
2023,8,17,20,21.8,0.36,16.17,100.24,0.88,124.11,2.09,125.71,98.62,21.69,21.58,0,0,0,0,0,0
2023,8,17,21,21.6,0.27,16.05,100.2,0.85,131.63,2.06,131.47,99.12,21.54,21.48,0,0,0,0,0,0
2023,8,17,22,21.52,0.2,15.99,100.14,0.82,136.55,2.03,135.78,99.31,21.48,21.43,0,0,0,0,0,0
2023,8,17,23,21.57,0.22,16.05,100.08,0.81,144.78,2.02,142.24,99.25,21.52,21.48,0,0,0,0,0,0
2023,8,18,0,21.54,0.32,16.05,100.01,0.83,150.05,2.08,146.67,99.38,21.5,21.45,0,0,0,0,0,0
2023,8,18,1,21.65,0.64,16.17,99.92,0.89,150.51,2.23,147.59,99.31,21.6,21.55,0,0,0,0,0,0
2023,8,18,2,21.83,1.08,16.36,99.84,0.95,150.49,2.32,146.26,99.19,21.77,21.72,0,0,0,0,0,0
2023,8,18,3,22.34,1.56,16.78,99.74,1.27,147.29,2.75,140.76,98.5,22.23,22.12,0,0,0,0,0,0
2023,8,18,4,22.57,2.31,17.03,99.6,1.83,147.4,3.49,138.9,98.56,22.46,22.35,0,0,0,0,0,0
2023,8,18,5,22.71,2.58,17.15,99.58,1.99,168.42,3.38,165.84,98.19,22.56,22.42,0.02,0.07,0.08,0.17,0.06,0.29
2023,8,18,6,23.19,2.54,17.64,99.59,1.86,192.4,3.01,195.52,98.12,23.03,22.88,0.2,0.33,0.55,0.41,0.23,1.2
2023,8,18,7,23.93,0.94,18.13,99.59,1.59,232,2.87,239.6,96.44,23.63,23.34,0.95,0.72,1.22,0.78,0.38,2.08
2023,8,18,8,24.23,0.66,17.4,99.61,1.58,280.86,3.18,286.12,91,23.46,22.69,2.45,1.13,1.88,0.74,0.68,2.88
2023,8,18,9,24.81,0.43,15.87,99.64,1.6,298.57,3.32,299.34,80.31,23,21.19,5.3,1.99,2.45,1.55,0.85,3.52
2023,8,18,10,25.58,0.2,14.53,99.66,1.55,292.18,3.3,290.54,70.25,22.65,19.74,7.88,2.77,2.86,2.56,0.64,3.98
2023,8,18,11,26.31,0.04,13.73,99.67,1.65,279.28,3.54,278.51,63.69,22.58,18.86,9.27,3,3.09,2.68,0.64,4.21
2023,8,18,12,26.73,0.01,13.18,99.67,1.8,272.24,3.84,273.03,59.69,22.48,18.23,9.35,3.03,3.11,2.86,0.52,4.2
2023,8,18,13,26.74,0,12.63,99.69,1.91,270.47,4.07,271.98,57.25,22.15,17.57,7.95,2.83,2.92,2.81,0.5,3.95
2023,8,18,14,26.47,0.01,12.08,99.71,1.98,272.26,4.25,273.9,55.56,21.66,16.85,5.52,2.37,2.54,2.54,0.52,3.48
2023,8,18,15,25.75,0.01,11.54,99.76,2.03,275.97,4.3,277.2,55.44,20.94,16.14,3.1,1.83,1.99,2.38,0.43,2.82
2023,8,18,16,24.75,0,11.11,99.83,2.04,280.84,4.29,281.23,56.69,20.15,15.55,1.2,1.2,1.33,2.17,0.29,2.02
2023,8,18,17,23.3,0,10.8,99.92,1.98,283.49,4.07,283.21,60.25,19.23,15.16,0.23,0.56,0.63,1.53,0.2,1.12
2023,8,18,18,21.19,0,10.62,100.03,1.8,283.31,3.6,282.16,67.44,18.06,14.94,0.02,0.09,0.08,0.58,0.07,0.24
2023,8,18,19,19.47,0,10.56,100.13,1.57,279.46,3.11,278.23,74.5,17.16,14.85,0,0,0,0,0,0
2023,8,18,20,18.73,0,10.44,100.2,1.43,274.71,2.93,273.98,77.25,16.7,14.69,0,0,0,0,0,0
2023,8,18,21,18.19,0,10.31,100.23,1.37,272.94,2.88,272.8,79,16.35,14.51,0,0,0,0,0,0
2023,8,18,22,17.76,0,10.19,100.26,1.39,276.13,2.99,276.31,80.5,16.06,14.37,0,0,0,0,0,0
2023,8,18,23,17.47,0,10.07,100.32,1.46,284.85,3.21,284.24,81.06,15.83,14.21,0,0,0,0,0,0
2023,8,19,0,16.98,0,9.83,100.37,1.42,293.32,3.09,290.08,81.62,15.42,13.85,0,0,0,0,0,0
2023,8,19,1,16.29,0,9.64,100.39,1.22,291.46,2.7,286.49,83.69,14.91,13.54,0,0,0,0,0,0
2023,8,19,2,15.67,0,9.64,100.42,1.09,282.04,2.5,278.26,86.75,14.58,13.49,0,0,0,0,0,0
2023,8,19,3,15.26,0,9.64,100.46,1.08,276.2,2.48,274.16,89.12,14.37,13.48,0,0,0,0,0,0
2023,8,19,4,14.93,0,9.58,100.51,1.09,270.82,2.43,268.89,90.94,14.19,13.47,0,0,0,0,0,0
2023,8,19,5,15.12,0,9.58,100.55,1.23,265.27,2.62,263.15,89.75,14.3,13.47,0.02,0.1,0.08,0.26,0.08,0.28
2023,8,19,6,16.8,0,9.58,100.59,1.69,267.35,3.24,266.13,80.38,15.11,13.42,0.25,0.64,0.62,1.38,0.3,1.18
2023,8,19,7,18.69,0,9.46,100.62,1.83,281.84,3.57,281.88,70.75,15.99,13.29,1.27,1.36,1.33,2.18,0.41,2.07
2023,8,19,8,20.23,0,9.58,100.63,1.72,287.94,3.34,288.69,64.81,16.83,13.43,3.05,2.03,2.01,2.66,0.44,2.87
2023,8,19,9,21.59,0,9.77,100.63,1.59,286.22,3.11,288.02,60.75,17.65,13.7,5.23,2.57,2.57,2.91,0.44,3.52
2023,8,19,10,22.73,0,9.95,100.61,1.52,280.09,2.97,282.32,57.94,18.4,14.05,7.15,2.87,3,2.95,0.42,3.97
2023,8,19,11,23.49,0,10.13,100.6,1.58,272.83,3.14,275.28,56.19,18.88,14.26,8.1,2.96,3.21,2.63,0.65,4.2
2023,8,19,12,23.96,0,10.13,100.57,1.65,267.29,3.3,270.14,54.75,19.13,14.3,8.25,3.04,3.21,2.69,0.69,4.19
2023,8,19,13,24.31,0,10.13,100.54,1.67,267.04,3.38,270.26,53.44,19.28,14.25,6.75,2.61,2.99,1.46,1.41,3.94
2023,8,19,14,24.69,0,10.19,100.51,1.57,270.29,3.28,273.28,52.56,19.52,14.35,4.88,2.15,2.57,1.38,1.15,3.47
2023,8,19,15,24.82,0,10.31,100.49,1.46,273.69,3.09,275.94,52.69,19.66,14.51,2.8,1.83,2,2.37,0.44,2.81
2023,8,19,16,24.37,0,10.56,100.51,1.36,275.61,2.85,276.93,55.5,19.64,14.91,1.15,1.24,1.32,2.15,0.34,2
2023,8,19,17,23.23,0,11.29,100.55,1.12,275.59,2.4,275.78,63.56,19.58,15.94,0.2,0.6,0.62,1.72,0.21,1.1
2023,8,19,18,20.86,0,11.23,100.61,0.99,274.05,2.38,274.14,73.25,18.39,15.92,0,0.06,0.05,0.21,0.06,0.22
2023,8,19,19,19.58,0,10.74,100.69,1.09,274.93,2.63,274.61,75.81,17.4,15.23,0,0,0,0,0,0
2023,8,19,20,18.98,0,10.62,100.76,1.15,275.05,2.67,274.69,77.94,17.03,15.08,0,0,0,0,0,0
2023,8,19,21,18.37,0,10.62,100.78,1.18,274.57,2.68,274.85,80.69,16.7,15.03,0,0,0,0,0,0
2023,8,19,22,17.74,0,10.62,100.8,1.15,276.64,2.62,277.53,84.19,16.4,15.07,0,0,0,0,0,0
2023,8,19,23,17.23,0,10.74,100.83,1.08,279.12,2.43,280.73,87.94,16.24,15.24,0,0,0,0,0,0
2023,8,20,0,16.86,0,10.86,100.84,1.01,281.66,2.22,283.4,90.88,16.12,15.38,0,0,0,0,0,0
2023,8,20,1,16.48,0,10.93,100.85,0.91,283.92,2.06,285.62,93.62,15.98,15.48,0,0,0,0,0,0
2023,8,20,2,15.76,0,10.86,100.87,0.87,285.16,2.01,286.74,97.56,15.58,15.39,0,0,0,0,0,0
2023,8,20,3,15.15,0,10.8,100.91,0.85,285.95,2.01,287.66,100,15.25,15.33,0,0,0,0,0,0
2023,8,20,4,14.83,0,10.74,100.98,0.81,293.34,1.92,294.79,100,15.04,15.23,0,0,0,0,0,0
2023,8,20,5,15.21,0,10.74,101.02,0.71,297.7,1.66,298.37,100,15.23,15.26,0.02,0.1,0.08,0.36,0.07,0.27
2023,8,20,6,17.66,0,11.05,101.04,0.71,275.02,1.46,277.7,88.19,16.68,15.69,0.23,0.58,0.57,1.18,0.29,1.17
2023,8,20,7,19.7,0,11.41,101.02,0.71,239.79,1.27,244.54,80.25,17.96,16.21,1.1,1.26,1.24,1.91,0.43,2.06
2023,8,20,8,22.18,0,11.47,101.04,0.95,252.31,1.64,255.96,69.38,19.26,16.33,2.7,1.92,1.91,2.43,0.47,2.86
2023,8,20,9,24.14,0,11.29,101.04,1.01,260.61,1.85,262.01,60.44,20.06,15.99,4.65,2.45,2.46,2.67,0.5,3.5
2023,8,20,10,25.62,0,11.35,101.01,0.92,252.79,1.76,256.4,55.56,20.83,16.05,6.9,2.92,2.93,3.02,0.42,3.96
2023,8,20,11,26.69,0,11.35,100.98,0.93,248.2,1.83,251.8,52.12,21.37,16.04,7.55,3.02,3.06,2.69,0.66,4.19
2023,8,20,12,27.43,0,11.29,100.92,1.05,237.72,2.12,239.94,49.75,21.71,15.99,7.5,3,3.04,2.77,0.59,4.18
2023,8,20,13,27.88,0,11.29,100.86,1.22,227.6,2.45,230.05,48.44,21.94,16,6.5,2.84,2.84,2.91,0.46,3.93
2023,8,20,14,28.26,0,11.41,100.81,1.28,224.26,2.55,227.86,47.81,22.2,16.14,4.38,2.25,2.4,2.27,0.61,3.45
2023,8,20,15,28.6,0,11.47,100.8,1.18,228.49,2.38,234.33,47,22.4,16.19,2.55,1.8,1.82,2.23,0.51,2.79
2023,8,20,16,28.34,0,11.47,100.81,1.02,235.94,2.15,243.16,47.75,22.26,16.16,0.83,1,0.98,1.24,0.49,1.98
2023,8,20,17,26.48,0,12.76,100.81,0.82,239.51,1.85,245.28,59.25,22.13,17.8,0.2,0.46,0.5,0.77,0.29,1.08
2023,8,20,18,23.58,0,12.63,100.83,0.93,239.78,2.23,243.35,69.69,20.65,17.72,0.02,0.07,0.05,0.19,0.06,0.21
2023,8,20,19,21.97,0,11.84,100.88,1,244.63,2.45,248.5,72.06,19.34,16.73,0,0,0,0,0,0
2023,8,20,20,21.13,0,11.6,100.9,0.97,255.07,2.42,258.44,74.5,18.79,16.44,0,0,0,0,0,0
2023,8,20,21,20.45,0,11.35,100.9,1.05,263.61,2.48,266.39,76.19,18.3,16.14,0,0,0,0,0,0
2023,8,20,22,19.8,0,11.41,100.9,1.12,270.4,2.54,273.52,79.38,17.98,16.15,0,0,0,0,0,0
2023,8,20,23,19.3,0,11.54,100.92,1.1,276.92,2.49,278.49,83.06,17.84,16.38,0,0,0,0,0,0
2023,8,21,0,18.69,0,11.6,100.91,1.03,275.67,2.36,276.28,86.69,17.57,16.45,0,0,0,0,0,0
2023,8,21,1,18.31,0,11.6,100.88,0.98,269.08,2.28,269.61,88.56,17.36,16.41,0,0,0,0,0,0
2023,8,21,2,18.15,0,11.54,100.86,0.98,263.61,2.25,264.21,89.25,17.27,16.38,0,0,0,0,0,0
2023,8,21,3,18.18,0,11.54,100.86,1,261.42,2.2,263.08,89.06,17.27,16.37,0,0,0,0,0,0
2023,8,21,4,18.13,0,11.6,100.87,0.96,263.92,2.08,266.13,89.56,17.27,16.4,0,0,0,0,0,0
2023,8,21,5,18.43,0,11.66,100.9,0.98,270,2.08,272.37,88.56,17.48,16.52,0.02,0.07,0.07,0.18,0.06,0.26
2023,8,21,6,20.17,0,11.78,100.91,1.13,272.78,2.11,276.6,80.38,18.44,16.7,0.23,0.37,0.56,0.33,0.29,1.16
2023,8,21,7,22,0,12.33,100.9,0.88,271.52,1.57,278.29,75.12,19.7,17.4,1.08,0.8,1.21,0.39,0.64,2.05
2023,8,21,8,24.32,0.01,13.06,100.88,0.79,280.86,1.52,290.76,68.94,21.3,18.28,2.55,1.29,1.86,0.56,0.95,2.85
2023,8,21,9,26.23,0.01,13.79,100.87,0.72,298.51,1.53,307.1,64.88,22.69,19.13,5.05,2.02,2.4,0.95,1.33,3.49
2023,8,21,10,27.79,0.01,14.1,100.84,0.72,308.37,1.53,312.51,60.69,23.65,19.51,6.52,2.39,2.78,1.13,1.45,3.95
2023,8,21,11,29.08,0.01,14.28,100.8,0.77,298.66,1.67,300.41,56.88,24.39,19.69,6.73,2.58,2.85,1.57,1.2,4.18
2023,8,21,12,29.89,0.03,14.77,100.76,0.85,292.58,1.91,294.37,56.06,25.05,20.21,6,2.32,2.84,0.89,1.54,4.16
2023,8,21,13,30.12,0.03,15.32,100.71,0.88,291.33,1.97,294.84,57.5,25.48,20.83,5.48,2.12,2.62,0.86,1.42,3.91
2023,8,21,14,30.12,0.01,15.87,100.64,0.82,294.13,1.86,298.07,59.38,25.74,21.36,4.05,1.7,2.22,0.73,1.18,3.44
2023,8,21,15,30.05,0.01,16.24,100.6,0.74,298.47,1.71,303.03,61,25.89,21.73,2.23,1.28,1.67,0.69,0.88,2.77
2023,8,21,16,29.35,0.01,16.91,100.58,0.66,303.88,1.53,307.34,66.12,25.86,22.37,0.9,0.76,1.04,0.33,0.63,1.96
2023,8,21,17,28.04,0.01,17.58,100.6,0.54,306.7,1.32,310.67,74.19,25.53,23.02,0.17,0.33,0.43,0.31,0.27,1.06
2023,8,21,18,26.08,0.05,17.03,100.63,0.51,311.92,1.44,317.41,80.62,24.29,22.51,0,0.06,0.04,0.16,0.05,0.19
2023,8,21,19,24.88,0.1,16.42,100.68,0.66,325.18,1.92,329.48,83.56,23.41,21.94,0,0,0,0,0,0
2023,8,21,20,24.45,0.1,16.3,100.69,0.79,337.25,2.36,340.49,85,23.12,21.78,0,0,0,0,0,0
2023,8,21,21,23.71,0.11,16.05,100.7,1.03,343.76,2.78,344.17,87.81,22.64,21.58,0,0,0,0,0,0
2023,8,21,22,22.86,0.05,15.69,100.71,1.43,345.43,3.32,345.15,90.31,22.03,21.19,0,0,0,0,0,0
2023,8,21,23,22.03,0.01,15.08,100.72,1.71,343.3,3.68,343.72,91.44,21.29,20.55,0,0,0,0,0,0
2023,8,22,0,21.29,0,14.16,100.73,1.8,343.61,3.79,343.96,89.94,20.41,19.54,0,0,0,0,0,0
2023,8,22,1,20.6,0,13.37,100.73,1.69,344.16,3.6,344.67,88.5,19.6,18.6,0,0,0,0,0,0
2023,8,22,2,20.01,0,12.76,100.76,1.74,348.89,3.73,349.49,87.5,18.93,17.83,0,0,0,0,0,0
2023,8,22,3,19.29,0,12.08,100.81,1.83,354.36,3.83,354.73,87,18.14,16.99,0,0,0,0,0,0
2023,8,22,4,18.4,0,11.29,100.85,1.8,357.51,3.73,357.12,85.75,17.14,15.88,0,0,0,0,0,0
2023,8,22,5,17.69,0,10.62,100.9,1.81,359.01,3.74,357.97,84.31,16.3,14.92,0.02,0.06,0.06,0.17,0.06,0.25
2023,8,22,6,17.95,0,9.95,100.94,2.04,2.41,4.06,0.88,77.81,15.96,13.97,0.23,0.4,0.43,0.25,0.35,1.15
2023,8,22,7,19.15,0,9.09,100.97,2.34,11.53,4.65,9.97,66.31,15.93,12.71,1.1,0.96,1.08,0.52,0.73,2.04
2023,8,22,8,20.64,0,8.61,100.98,2.45,18.61,4.85,17.44,57.25,16.26,11.89,2.83,1.62,1.82,0.93,1.07,2.84
2023,8,22,9,21.93,0,8.36,100.99,2.42,22.59,4.78,21.07,51.38,16.69,11.46,5.25,2.25,2.46,1.63,1.06,3.48
2023,8,22,10,23.01,0,8.24,100.98,2.33,24.59,4.57,22.71,47.12,17.09,11.16,7.38,2.73,2.91,1.92,1.15,3.94
2023,8,22,11,23.92,0,8.12,100.95,2.16,24.99,4.22,22.67,44.25,17.48,11.03,9.3,3.12,3.19,3,0.51,4.16
2023,8,22,12,24.62,0,8.18,100.92,1.98,23.73,3.88,20.73,42.62,17.87,11.12,9.2,3.09,3.2,3.05,0.45,4.15
2023,8,22,13,25.1,0,8.36,100.9,1.83,21.07,3.62,17.34,42.25,18.25,11.4,7.98,2.97,2.99,3.1,0.45,3.9
2023,8,22,14,25.26,0,8.61,100.88,1.71,17.77,3.43,14.23,43.06,18.55,11.83,5.6,2.54,2.57,3.02,0.38,3.42
2023,8,22,15,25.12,0,8.91,100.89,1.6,16.41,3.26,13,45,18.75,12.38,3.1,1.81,1.99,1.59,0.89,2.76
2023,8,22,16,24.63,0,9.28,100.89,1.48,15.57,3,12.48,48.19,18.8,12.98,1.23,1.2,1.31,1.69,0.51,1.94
2023,8,22,17,23.43,0,10.19,100.92,1.18,11.09,2.4,8.05,57.06,18.94,14.45,0.23,0.5,0.6,1.03,0.28,1.04
2023,8,22,18,20.72,0,10.68,100.97,0.88,3.58,2.09,1.71,70.5,17.94,15.18,0.02,0.06,0.06,0.21,0.06,0.18
2023,8,22,19,19.4,0,10.62,101,0.88,358.48,2.13,356.84,75.81,17.23,15.05,0,0,0,0,0,0
2023,8,22,20,18.8,0,10.74,101.01,0.9,354.04,2.19,353.43,79.75,17.02,15.26,0,0,0,0,0,0
2023,8,22,21,18.25,0,10.8,101.01,0.97,354.47,2.3,353.57,83.25,16.82,15.39,0,0,0,0,0,0
2023,8,22,22,17.86,0,10.93,101.01,1.13,358.81,2.56,357.72,86.06,16.69,15.53,0,0,0,0,0,0
2023,8,22,23,17.55,0,10.99,101.03,1.19,4.51,2.64,2.89,88.31,16.58,15.62,0,0,0,0,0,0
2023,8,23,0,17.03,0,10.99,101.02,1.19,9.03,2.6,7.25,91,16.3,15.56,0,0,0,0,0,0
2023,8,23,1,16.54,0,10.86,101,1.18,14.22,2.59,12.36,93,15.98,15.42,0,0,0,0,0,0
2023,8,23,2,16.13,0,10.62,101.03,1.17,16.63,2.57,14.46,93.31,15.6,15.08,0,0,0,0,0,0
2023,8,23,3,15.73,0,10.38,101.05,1.14,17.07,2.51,14.99,93.5,15.22,14.7,0,0,0,0,0,0
2023,8,23,4,15.23,0,10.13,101.09,1.09,17.01,2.42,13.81,94.75,14.83,14.42,0,0,0,0,0,0
2023,8,23,5,15.26,0,10.07,101.17,1.09,12.84,2.4,9.55,94,14.8,14.33,0.02,0.08,0.08,0.5,0.06,0.24
2023,8,23,6,16.73,0,10.01,101.2,1.3,13.95,2.42,9.46,85.12,15.49,14.24,0.25,0.5,0.66,0.82,0.31,1.13
2023,8,23,7,19.35,0,8.73,101.23,1.37,34.05,2.47,33.24,62.94,15.73,12.09,1.15,0.97,1.37,1.01,0.54,2.03
2023,8,23,8,21.47,0,7.69,101.24,1.48,40.93,2.69,40.4,48.69,15.85,10.24,2.73,1.44,2.05,0.99,0.86,2.82
2023,8,23,9,22.86,0,7.57,101.18,1.36,41.03,2.42,39.76,43.88,16.4,9.95,5.65,2.42,2.61,2.3,0.76,3.47
2023,8,23,10,23.87,0,7.57,101.13,1.19,43.14,2.09,41.21,41.5,16.94,10.02,7.48,2.94,2.95,3.06,0.43,3.93
2023,8,23,11,24.67,0,7.69,101.06,1,51.69,1.72,49.43,40,17.44,10.21,9.27,3.17,3.2,3.33,0.29,4.15
2023,8,23,12,24.94,0,7.69,101,0.95,68.29,1.65,67.09,39.44,17.59,10.23,9.08,3.15,3.19,3.26,0.33,4.14
2023,8,23,13,24.63,0,7.63,100.98,0.81,75.96,1.32,69.96,39.81,17.36,10.08,7.25,2.88,2.9,3.08,0.39,3.88
2023,8,23,14,25.4,0,7.75,101.02,0.34,76.61,0.42,66.8,38.5,17.83,10.26,5.1,2.47,2.48,2.92,0.4,3.41
2023,8,23,15,25.28,0,7.81,100.96,0.52,115.02,0.81,115.58,39.19,17.86,10.44,3,1.87,1.97,2.47,0.45,2.74
2023,8,23,16,25.01,0,8.12,100.91,0.8,123.38,1.36,123.78,41.19,17.97,10.92,1.2,1.22,1.29,2.07,0.39,1.92
2023,8,23,17,23.87,0,8.36,100.9,0.9,136.76,1.63,137.34,45.69,17.65,11.44,0.2,0.5,0.58,1.16,0.26,1.02
2023,8,23,18,20.04,0,9.4,100.9,1.09,150.87,2.23,151.28,64.62,16.61,13.18,0.02,0.06,0.05,0.31,0.05,0.16
2023,8,23,19,18.34,0,9.16,100.93,1.19,157.64,2.68,158.07,70.19,15.59,12.85,0,0,0,0,0,0
2023,8,23,20,17.97,0,9.58,100.93,1.21,157.92,2.74,159.5,75.06,15.74,13.51,0,0,0,0,0,0
2023,8,23,21,17.05,0,10.13,100.98,1,163.13,2.25,166.74,84.31,15.73,14.4,0,0,0,0,0,0
2023,8,23,22,17.05,0,10.44,101.01,0.95,175.75,2.25,178.81,86.69,15.95,14.85,0,0,0,0,0,0
2023,8,23,23,16.8,0,10.62,100.98,0.94,173.77,2.14,175.81,89.56,15.95,15.1,0,0,0,0,0,0
2023,8,24,0,16.66,0,10.74,100.92,0.94,169.44,2.19,171.18,91.38,15.97,15.27,0,0,0,0,0,0
2023,8,24,1,16.59,0,10.93,100.86,0.95,160.22,2.2,162.4,92.94,16.03,15.47,0,0,0,0,0,0
2023,8,24,2,16.63,0,11.05,100.82,0.93,158.2,2.09,160.35,93.88,16.15,15.66,0,0,0,0,0,0
2023,8,24,3,17.1,0,11.23,100.83,0.84,163.25,1.83,166.14,92.62,16.51,15.92,0,0,0,0,0,0
2023,8,24,4,17.25,0,11.35,100.82,0.82,160.02,1.84,162.49,93,16.69,16.13,0,0,0,0,0,0
2023,8,24,5,17.7,0,11.6,100.87,0.74,160.22,1.61,163.41,92.06,17.06,16.42,0,0.04,0.07,0.17,0.03,0.23
2023,8,24,6,19.4,0,12.15,100.9,0.61,165.07,1.4,166.12,86.75,18.29,17.18,0.12,0.19,0.59,0.16,0.15,1.12
2023,8,24,7,21.22,0.04,11.78,100.91,0.92,172.21,1.84,172.18,75.12,18.94,16.65,0.6,0.35,1.28,0.19,0.27,2.01
2023,8,24,8,22.19,0.04,11.29,100.94,1.06,172.35,2.15,169.75,68.06,19.12,16.05,1.5,0.58,1.93,0.23,0.45,2.81
2023,8,24,9,22.76,0.07,11.05,100.92,1.4,173.91,2.81,169.91,64.12,19.22,15.67,1.92,0.54,2.47,0.19,0.4,3.46
2023,8,24,10,23.15,0.26,11.05,100.9,1.58,173.19,3.12,169.9,62.69,19.41,15.67,2.73,0.67,2.85,0.23,0.48,3.91
2023,8,24,11,22.62,0.46,11.29,100.88,1.65,174.02,3.26,171.31,66.06,19.3,15.98,2.88,0.72,3.03,0.23,0.52,4.14
2023,8,24,12,21.8,0.45,11.72,100.86,1.72,175.82,3.31,173.08,72.19,19.2,16.59,2.98,0.76,2.99,0.23,0.56,4.13
2023,8,24,13,21.07,0.71,12.21,100.85,1.7,174.18,3.25,170.74,78.81,19.17,17.27,2.7,0.71,2.77,0.3,0.46,3.87
2023,8,24,14,20.76,0.82,12.7,100.83,1.69,169.1,3.28,165.8,83.12,19.3,17.82,1.88,0.52,2.34,0.18,0.39,3.39
2023,8,24,15,20.58,0.45,13.12,100.81,1.76,162.69,3.4,159.86,86.88,19.46,18.34,1.38,0.58,1.76,0.21,0.46,2.72
2023,8,24,16,20.44,0.96,13.49,100.79,1.84,155.17,3.57,152.93,90,19.61,18.77,0.58,0.4,1.08,0.18,0.33,1.9
2023,8,24,17,20.19,0.62,13.55,100.75,1.89,146.97,3.74,145.98,92.12,19.55,18.9,0.08,0.16,0.42,0.14,0.13,1
2023,8,24,18,19.78,0.28,13.37,100.7,1.79,142.98,3.64,143.2,93.12,19.22,18.66,0,0.04,0.04,0.11,0.03,0.15
2023,8,24,19,19.55,0.22,13.12,100.73,1.63,147.76,3.42,148.34,92.81,18.96,18.37,0,0,0,0,0,0
2023,8,24,20,19.55,0.16,13.24,100.79,1.55,156.91,3.39,156.92,93.69,19.04,18.53,0,0,0,0,0,0
2023,8,24,21,19.61,0.12,13.43,100.74,1.57,160.58,3.39,160.77,94.56,19.18,18.74,0,0,0,0,0,0
2023,8,24,22,19.69,0.09,13.67,100.69,1.58,165.69,3.39,166.12,95.44,19.33,18.97,0,0,0,0,0,0
2023,8,24,23,19.82,0.09,13.85,100.67,1.69,173.37,3.52,172.86,96,19.51,19.19,0,0,0,0,0,0
2023,8,25,0,19.95,0.1,14.04,100.65,1.8,180.75,3.76,180.12,96.62,19.69,19.42,0,0,0,0,0,0
2023,8,25,1,20.12,0.26,14.22,100.6,2.02,185.11,4.21,184.15,96.81,19.87,19.62,0,0,0,0,0,0
2023,8,25,2,20.28,0.2,14.4,100.51,2.29,186.86,4.69,185.83,96.81,20.04,19.79,0,0,0,0,0,0
2023,8,25,3,20.43,0.31,14.53,100.37,2.55,185.27,5.24,184.71,96.88,20.19,19.94,0,0,0,0,0,0
2023,8,25,4,20.58,0.46,14.71,100.31,2.57,186.63,5.11,186.58,96.88,20.33,20.08,0,0,0,0,0,0
2023,8,25,5,20.67,0.48,14.77,100.29,2.31,187.77,4.66,187.22,96.88,20.43,20.19,0,0.04,0.05,0.17,0.03,0.22
2023,8,25,6,21.1,0.5,15.08,100.31,2.14,187.13,4.2,187.81,96.19,20.8,20.49,0.05,0.08,0.45,0.1,0.06,1.11
2023,8,25,7,21.87,0.42,15.56,100.32,2.1,192.48,4.23,192.16,94.81,21.45,21.03,0.3,0.19,1.06,0.1,0.14,2
2023,8,25,8,22.39,0.6,15.81,100.3,2.4,194.31,4.79,193.58,93.31,21.83,21.28,0.92,0.36,1.68,0.14,0.28,2.8
2023,8,25,9,23.13,0.98,16.05,100.23,2.42,188.55,4.79,187.79,90.56,22.33,21.53,1.4,0.44,2.2,0.18,0.31,3.45
2023,8,25,10,24.62,1.11,16.3,100.18,2.58,186.07,5.17,185.64,83.94,23.19,21.76,1.9,0.53,2.55,0.19,0.38,3.9
2023,8,25,11,26,0.63,16.36,100.15,2.74,187.53,5.45,187.57,77.38,23.87,21.76,2.85,0.81,2.81,0.26,0.59,4.13
2023,8,25,12,26.71,0.23,16.3,100.12,2.72,189.27,5.36,189.64,74.06,24.23,21.74,4.58,1.38,2.86,0.6,0.87,4.11
2023,8,25,13,27.02,0.11,16.36,100.08,2.57,189.26,4.99,190.18,72.94,24.4,21.78,3.52,1.02,2.64,0.35,0.74,3.85
2023,8,25,14,27.01,0.09,16.48,100.04,2.43,185.73,4.63,186.59,73.44,24.45,21.89,2.35,0.75,2.22,0.3,0.54,3.37
2023,8,25,15,26.66,0.05,16.6,100.04,2.31,182.14,4.35,182.27,75.62,24.34,22.01,1.48,0.67,1.65,0.31,0.5,2.7
2023,8,25,16,26.06,0.03,16.66,100.05,2.17,180.62,4.04,179.78,78.69,24.08,22.09,0.62,0.46,0.99,0.25,0.36,1.88
2023,8,25,17,25.16,0.03,16.91,100.06,1.95,178.17,3.56,175.97,83.94,23.72,22.27,0.1,0.23,0.38,0.27,0.17,0.98
2023,8,25,18,23.65,0.03,16.91,100.08,1.72,175.04,3.09,171.73,92.19,23,22.33,0,0.04,0.03,0.09,0.04,0.14
2023,8,25,19,22.9,0.03,16.72,100.12,1.66,177.57,3.03,174.97,95.38,22.52,22.15,0,0,0,0,0,0
2023,8,25,20,22.54,0.04,16.66,100.14,1.48,181.51,2.77,179.84,97,22.3,22.05,0,0,0,0,0,0
